cidade,area,quartos,wcs,vagas,andar,animal,mobilia,condominio,aluguel,iptu
Porto Alegre,90,3,1,0,-,s,n,280,1500,5
São Paulo,198,2,2,2,13,s,n,1700,5500,320
São Paulo,350,5,5,4,8,n,n,3000,7200,1417
Campinas,55,1,1,0,7,s,n,480,1200,50
Porto Alegre,44,1,1,0,4,s,s,270,550,6
Porto Alegre,65,3,2,0,5,n,n,450,1690,86
São Paulo,145,4,3,2,1,s,n,1644,4800,500
São Paulo,25,1,1,0,5,n,s,270,2600,67
São Paulo,80,3,1,1,8,s,s,703,2500,87
São Paulo,61,2,2,1,17,s,n,764,4200,134
São Paulo,96,3,2,2,14,n,s,1122,8500,285
Porto Alegre,76,1,1,0,5,n,s,503,1490,177
São Paulo,40,1,1,1,13,s,n,584,3200,95
São Paulo,65,2,1,0,3,s,n,654,1140,9
Rio de Janeiro,150,3,2,1,12,s,s,1100,4200,234
São Paulo,147,2,2,1,8,s,n,1400,4000,314
Rio de Janeiro,30,1,1,0,8,s,n,390,800,25
Campinas,50,1,1,1,5,n,s,750,1160,185
São Paulo,103,3,3,2,3,s,s,1310,6500,448
São Paulo,74,3,2,2,15,s,n,850,1250,100
São Paulo,153,4,3,3,3,s,n,2500,5500,700
São Paulo,180,3,4,4,4,s,n,4000,15000,1417
São Paulo,50,2,1,0,2,n,n,200,950,0
São Paulo,217,3,5,6,-,s,n,0,5000,417
Campinas,56,1,1,1,18,s,n,616,800,40
São Paulo,192,3,3,2,13,s,n,2100,7800,634
São Paulo,138,3,1,0,-,s,n,0,3500,445
São Paulo,31,1,1,1,3,n,s,2000,1990,125
Porto Alegre,28,1,1,0,2,s,n,184,850,12
São Paulo,20,1,1,0,3,s,s,602,1800,130
Porto Alegre,28,1,1,0,-,s,n,200,840,50
Porto Alegre,112,3,2,2,3,s,s,800,4100,100
Porto Alegre,44,1,1,0,5,s,n,350,769,35
São Paulo,160,3,2,1,5,s,n,1715,7700,470
Porto Alegre,271,4,3,1,7,s,n,1500,3900,500
São Paulo,280,3,4,2,-,s,s,8000,8000,667
Porto Alegre,218,3,5,2,3,s,s,1160,4950,409
Rio de Janeiro,24,1,1,0,10,s,n,587,1412,25
São Paulo,220,3,3,2,14,n,s,1499,6300,468
Porto Alegre,83,2,2,2,3,s,n,340,1900,70
São Paulo,220,3,4,3,8,s,n,2021,6000,996
Belo Horizonte,22,1,1,0,3,n,s,420,1300,75
São Paulo,142,3,3,2,15,s,n,1600,9000,475
Belo Horizonte,200,4,4,2,5,s,s,900,4100,500
São Paulo,1000,4,2,8,-,s,n,0,15000,2334
São Paulo,170,4,4,3,11,s,n,2500,2499,870
São Paulo,64,1,2,1,15,s,s,650,8900,154
Porto Alegre,102,3,2,1,5,s,n,800,3000,234
Rio de Janeiro,67,2,1,0,6,s,n,1700,6600,249
São Paulo,240,4,6,4,2,n,n,2000,4410,0
São Paulo,100,3,3,0,5,s,n,820,6330,148
São Paulo,175,1,1,2,-,s,n,0,1600,167
São Paulo,66,2,1,1,3,s,n,1141,1650,166
São Paulo,90,2,1,2,4,s,n,1100,2000,0
Belo Horizonte,80,3,2,2,11,s,n,700,1800,167
Porto Alegre,55,2,1,0,1,s,n,150,1250,85
São Paulo,350,4,4,0,-,s,n,0,8000,989
Belo Horizonte,300,5,4,4,-,s,n,0,9000,1461
São Paulo,60,2,2,2,20,s,n,450,2872,238
São Paulo,300,3,3,3,-,s,n,0,3500,250
São Paulo,61,3,2,0,-,s,n,400,1500,96
Rio de Janeiro,23,1,1,0,5,n,n,320,1540,0
Rio de Janeiro,80,2,2,1,5,s,n,928,1400,59
São Paulo,73,3,2,1,12,s,n,923,2700,171
Belo Horizonte,25,1,1,1,1,n,n,0,550,84
São Paulo,430,4,3,4,-,s,n,0,8500,1427
São Paulo,26,1,1,0,2,s,s,470,2100,150
São Paulo,260,3,5,4,12,s,n,2227,6000,1468
São Paulo,80,2,1,0,11,n,n,600,1950,0
Campinas,94,3,1,1,6,s,n,565,2000,60
Rio de Janeiro,58,1,1,1,11,s,n,650,1050,56
Rio de Janeiro,45,1,1,0,11,s,n,470,1100,0
Belo Horizonte,58,1,2,2,7,s,n,304,1400,100
São Paulo,60,2,2,1,7,s,s,752,3800,130
Porto Alegre,190,4,3,1,-,s,s,0,6450,117
Rio de Janeiro,80,3,1,0,2,s,n,360,1510,15
Porto Alegre,42,1,1,0,4,s,s,250,1250,25
São Paulo,65,3,2,1,15,n,n,500,1900,29
Rio de Janeiro,117,3,2,1,7,s,n,750,4110,384
São Paulo,94,3,2,3,5,s,n,820,2200,350
São Paulo,82,1,2,1,1,n,s,1000,11000,25
Belo Horizonte,60,1,2,1,5,s,n,750,1900,163
São Paulo,182,4,4,3,1,s,n,2100,3400,542
Belo Horizonte,160,3,2,2,4,n,n,718,3100,183
São Paulo,138,2,2,1,11,s,s,1000,7000,89
São Paulo,200,3,2,1,8,s,n,1500,8000,42
Rio de Janeiro,150,3,2,0,5,s,n,1800,2500,200
São Paulo,280,3,3,2,9,s,s,3000,5650,692
Rio de Janeiro,45,1,1,0,4,n,s,450,4500,80
Belo Horizonte,33,1,1,1,3,s,n,170,1600,9
São Paulo,118,3,3,2,17,s,s,1000,3890,356
Campinas,45,1,1,1,17,s,s,0,1950,0
São Paulo,23,1,1,0,1,s,n,423,1580,0
Belo Horizonte,150,4,2,3,1,s,s,900,3300,340
Campinas,291,4,3,2,-,s,n,0,3300,208
Porto Alegre,37,1,1,0,4,s,n,338,1600,67
Belo Horizonte,682,6,7,6,-,s,n,0,5500,428
São Paulo,190,3,2,2,9,s,n,1700,5700,492
Rio de Janeiro,60,2,1,0,10,s,n,700,1600,59
São Paulo,30,1,1,1,10,s,s,574,1850,0
São Paulo,293,4,3,3,5,s,n,3300,1050,500
São Paulo,35,1,1,0,-,s,n,0,1100,30
Porto Alegre,42,1,1,1,2,s,n,255,2198,0
São Paulo,130,3,2,0,1,s,s,550,4800,215
Porto Alegre,42,2,1,0,1,s,n,360,1200,100
São Paulo,130,3,3,1,6,s,n,1390,4200,257
São Paulo,22,1,1,0,25,s,n,472,2200,55
São Paulo,530,4,5,6,-,n,n,0,13000,0
Porto Alegre,47,1,1,1,1,n,s,400,2200,0
São Paulo,208,4,5,2,2,s,n,2900,7000,792
Rio de Janeiro,128,3,3,1,8,s,s,950,3500,242
Porto Alegre,27,1,1,0,1,s,n,100,960,75
São Paulo,215,3,4,4,10,s,n,3313,12000,1252
Belo Horizonte,112,4,1,2,-,s,n,0,1900,212
Porto Alegre,80,2,1,1,8,s,n,755,4000,212
São Paulo,27,1,1,1,6,n,s,650,1900,59
São Paulo,20,1,1,0,3,n,s,300,600,40
São Paulo,164,3,2,1,15,s,s,1229,3700,198
Porto Alegre,155,2,2,2,5,s,n,450,2300,94
Campinas,60,2,1,1,3,s,n,200,1100,84
Rio de Janeiro,85,2,2,1,12,s,s,3499,9000,769
Rio de Janeiro,35,1,1,1,4,s,s,580,3300,112
Rio de Janeiro,84,2,1,0,2,s,n,420,1700,85
Porto Alegre,336,3,4,3,-,s,n,2000,12500,500
Porto Alegre,48,1,1,1,5,s,s,240,1100,16
São Paulo,70,2,1,0,-,s,n,0,2100,134
Rio de Janeiro,89,2,2,1,2,s,n,800,2900,148
Porto Alegre,62,2,1,1,7,n,n,485,1377,54
Belo Horizonte,58,2,1,1,1,s,n,500,750,80
São Paulo,70,3,1,1,1,s,n,700,1020,200
Rio de Janeiro,80,2,1,0,10,n,n,700,1000,98
São Paulo,103,3,2,2,6,s,n,1150,3000,459
São Paulo,285,4,4,4,9,s,n,2750,8000,1750
São Paulo,45,1,1,1,-,n,n,0,1500,80
São Paulo,220,4,5,2,-,s,n,0,6500,1176
Campinas,134,3,3,2,7,n,n,1000,2500,177
São Paulo,62,2,2,3,7,s,n,2890,7000,384
Campinas,119,3,3,2,14,s,n,663,5500,133
São Paulo,100,3,3,2,13,s,n,980,6300,491
São Paulo,340,3,4,5,20,s,n,4500,9800,0
São Paulo,121,3,3,2,-,s,n,0,3750,255
Rio de Janeiro,157,3,2,1,2,s,n,2499,4500,550
Rio de Janeiro,60,2,2,0,4,n,n,560,2500,83
São Paulo,20,1,1,0,-,s,n,0,2060,0
São Paulo,165,3,1,3,-,s,n,0,3400,384
Rio de Janeiro,120,2,2,2,8,s,s,1585,12000,279
São Paulo,96,2,1,1,2,s,n,1080,4300,118
Rio de Janeiro,95,3,1,1,-,s,s,1434,3500,230
São Paulo,120,3,2,2,-,s,n,0,4800,192
São Paulo,33,1,1,0,4,s,n,400,1300,50
Porto Alegre,200,4,3,0,-,n,n,0,15000,834
Rio de Janeiro,100,3,2,1,5,s,n,884,1870,75
Rio de Janeiro,104,3,2,1,6,s,n,1077,2500,134
Belo Horizonte,82,2,2,2,11,n,n,567,3800,303
São Paulo,264,3,3,2,16,s,s,2480,5300,665
Porto Alegre,102,2,2,1,11,s,s,1900,3000,259
São Paulo,200,3,4,2,-,s,n,0,2500,500
Porto Alegre,160,3,2,2,4,s,n,890,1990,50
Rio de Janeiro,90,2,2,0,4,s,n,735,1000,97
São Paulo,110,3,3,3,7,s,n,1748,5000,0
Rio de Janeiro,60,2,1,0,3,s,s,700,1900,51
São Paulo,70,2,2,1,16,n,n,662,4500,122
Belo Horizonte,350,7,5,4,-,s,n,0,7500,357
Porto Alegre,63,2,1,2,6,s,s,700,2750,92
São Paulo,120,3,3,2,23,n,n,1500,7300,400
Rio de Janeiro,24,1,1,1,11,s,n,480,1420,359
Porto Alegre,72,2,2,1,3,s,s,300,2000,109
São Paulo,45,1,1,0,-,n,n,700,1500,0
Rio de Janeiro,20,1,1,0,-,s,n,0,700,0
Porto Alegre,69,2,2,1,9,s,n,380,2100,75
São Paulo,80,2,1,0,-,s,n,0,1400,165
Rio de Janeiro,85,3,2,1,17,s,n,1100,4170,225
São Paulo,20,1,1,0,2,s,s,602,1800,130
São Paulo,140,3,4,2,1,n,s,1300,3000,234
São Paulo,150,3,2,0,-,s,n,0,2500,150
São Paulo,99,2,1,1,-,s,n,0,3650,230
São Paulo,380,4,4,5,6,s,n,6000,10000,2584
Belo Horizonte,180,3,3,2,1,s,n,1500,2950,267
Belo Horizonte,300,3,2,3,-,n,n,0,6700,539
São Paulo,40,1,1,0,-,n,n,0,970,63
São Paulo,200,4,4,3,9,s,s,2800,5000,1211
Belo Horizonte,230,3,3,3,5,s,n,700,4000,408
São Paulo,678,5,6,4,-,s,n,0,15000,3000
Campinas,180,2,1,0,-,s,n,0,2000,15
Campinas,94,2,2,2,3,s,n,890,4000,165
Rio de Janeiro,84,2,1,0,2,s,n,420,1700,85
Rio de Janeiro,75,2,2,1,8,s,n,684,1800,84
São Paulo,140,3,2,0,2,s,n,2450,7000,542
Campinas,100,4,2,1,-,s,n,0,1600,125
São Paulo,330,4,5,4,13,s,n,2870,10000,1119
Porto Alegre,320,3,4,4,-,s,n,0,4950,234
Belo Horizonte,220,3,4,3,10,s,s,922,8000,625
São Paulo,220,3,4,2,-,s,s,0,7000,434
São Paulo,26,1,1,0,4,s,s,400,4300,60
São Paulo,142,3,4,3,2,s,n,1305,5000,414
Belo Horizonte,30,1,1,0,1,n,n,0,650,0
São Paulo,33,1,1,0,18,s,s,350,1300,21
São Paulo,270,3,3,4,1,s,n,3300,3200,1667
Rio de Janeiro,70,2,1,0,6,n,n,655,2300,112
São Paulo,98,2,2,0,8,s,n,600,4500,0
São Paulo,49,2,2,1,5,s,n,432,2400,55
São Paulo,160,4,3,2,20,s,s,1260,5600,334
São Paulo,278,3,2,1,11,s,n,2640,7800,601
Campinas,430,4,5,5,-,s,n,0,13000,474
São Paulo,260,2,2,2,-,n,n,0,3800,567
São Paulo,28,1,1,1,13,n,s,615,2800,42
Campinas,46,1,1,0,5,s,s,1300,1950,0
Porto Alegre,440,3,3,3,8,n,n,100,10500,84
Campinas,50,1,1,1,10,n,n,718,1600,13
Campinas,30,1,1,0,5,n,s,380,500,10
Rio de Janeiro,53,1,1,0,7,s,n,1,1700,74
Campinas,38,1,1,1,9,s,n,500,740,30
São Paulo,40,1,1,1,12,s,s,480,1680,102
Belo Horizonte,253,3,3,3,4,s,n,326,2400,251
Rio de Janeiro,75,2,2,1,3,s,n,684,1800,84
Porto Alegre,90,3,1,1,6,s,n,380,1750,90
São Paulo,100,2,1,2,-,n,n,0,3300,317
São Paulo,98,3,3,2,-,s,n,0,2500,0
Belo Horizonte,165,3,2,4,2,s,s,230,2870,142
São Paulo,300,3,4,3,18,s,n,3500,9900,834
São Paulo,34,1,1,0,2,s,n,305,750,27
São Paulo,86,2,1,1,11,n,n,1105,3800,155
São Paulo,54,2,1,1,5,s,s,600,1100,192
São Paulo,23,1,1,1,26,s,n,472,2300,59
São Paulo,150,3,4,3,18,n,s,2200,7500,622
Belo Horizonte,220,4,4,3,-,n,n,0,2602,234
São Paulo,96,3,2,2,19,s,n,480,2300,250
São Paulo,32,1,1,1,8,s,s,450,3250,0
Belo Horizonte,65,3,1,1,2,s,s,175,1100,0
São Paulo,220,3,4,3,1,s,n,2750,5800,1040
São Paulo,85,2,2,2,7,n,n,900,7200,417
São Paulo,22,1,1,0,11,n,s,400,1956,50
Rio de Janeiro,85,2,1,1,4,s,n,450,1700,100
São Paulo,250,3,4,4,15,s,n,2530,4000,1100
Rio de Janeiro,77,2,2,1,21,s,n,932,1950,137
São Paulo,70,2,1,0,2,s,n,1100,1280,0
São Paulo,180,3,1,1,18,s,n,1800,9000,482
Campinas,80,3,2,2,12,s,n,560,2500,250
Rio de Janeiro,40,1,1,1,20,n,n,800,1160,91
São Paulo,11,1,1,0,1,n,s,300,2000,42
São Paulo,130,2,4,4,5,n,n,1300,2700,411
Rio de Janeiro,62,1,1,0,7,n,s,943,2700,156
São Paulo,270,2,3,4,-,s,n,0,3270,169
Rio de Janeiro,80,2,2,2,3,n,n,4200,7800,327
Porto Alegre,66,3,2,1,11,s,n,400,1500,40
Porto Alegre,50,2,1,1,1,s,n,100,1440,0
São Paulo,20,1,1,0,5,s,s,602,1800,130
São Paulo,190,3,3,2,-,s,n,0,6800,392
São Paulo,400,4,6,1,8,n,n,3355,4000,2650
Belo Horizonte,19,1,1,0,1,n,n,0,1200,37
São Paulo,180,2,3,2,9,s,n,2000,5900,604
Rio de Janeiro,250,2,4,8,-,s,n,0,4500,325
Rio de Janeiro,37,1,1,0,1,s,n,1100,1900,250
Rio de Janeiro,65,2,1,0,3,s,n,180,1130,0
São Paulo,20,1,1,0,-,s,s,602,1800,130
São Paulo,137,2,3,2,1,s,n,2800,14000,542
Belo Horizonte,60,2,1,1,3,s,n,122,1325,0
São Paulo,32,1,1,1,15,s,n,350,1880,0
São Paulo,64,1,1,0,9,s,n,500,1750,0
Porto Alegre,90,2,1,1,2,n,n,550,1700,110
São Paulo,45,1,1,0,11,s,n,325,1450,55
São Paulo,64,2,2,2,12,s,n,790,3400,161
Porto Alegre,373,4,4,4,-,s,s,350,6800,100
São Paulo,73,2,2,1,13,s,n,700,1250,150
São Paulo,90,1,1,0,-,n,n,0,1150,59
São Paulo,132,2,2,0,1,s,s,978,2900,0
São Paulo,200,3,4,2,-,s,n,0,3250,292
São Paulo,60,1,1,0,-,s,s,0,4100,400
São Paulo,550,4,4,4,-,s,n,0,14000,1334
São Paulo,88,2,3,2,11,s,n,980,6835,0
Rio de Janeiro,107,3,2,0,7,s,s,1460,3200,270
Porto Alegre,48,2,1,1,10,s,s,380,1100,27
São Paulo,136,3,4,3,13,s,n,1505,6100,433
Porto Alegre,90,3,3,1,1,s,n,320,2500,91
São Paulo,200,4,3,2,10,s,s,2400,4500,1334
São Paulo,553,5,6,5,15,s,s,6000,3360,2827
Belo Horizonte,471,5,6,3,-,s,n,0,14000,1297
Campinas,70,3,1,1,1,s,n,600,1500,17
Rio de Janeiro,80,2,2,0,4,s,n,800,4100,165
Campinas,226,4,2,2,10,s,n,1850,3000,403
Porto Alegre,40,1,1,1,7,n,s,1300,1200,68
Belo Horizonte,70,2,1,1,2,s,n,250,1400,90
São Paulo,155,3,2,3,4,s,s,2600,11700,667
São Paulo,60,1,1,1,7,n,n,1037,2023,0
Porto Alegre,110,3,3,0,1,s,n,400,3250,75
São Paulo,45,1,1,0,1,n,n,300,1240,0
São Paulo,87,3,2,2,5,n,n,750,4000,250
Porto Alegre,148,3,2,2,3,s,s,2200,3990,167
Campinas,54,1,1,1,5,s,s,751,2350,127
Belo Horizonte,65,3,2,2,2,s,n,180,913,90
São Paulo,408,4,6,3,20,s,n,2800,15000,1667
São Paulo,45,1,1,0,7,s,n,265,1275,0
Porto Alegre,101,2,1,2,2,s,n,750,1600,300
São Paulo,160,3,3,0,-,n,n,0,5000,500
São Paulo,450,4,6,4,-,s,n,0,11600,1042
Belo Horizonte,100,3,3,2,6,n,n,720,1800,143
Belo Horizonte,59,2,2,0,2,n,s,510,1400,112
São Paulo,44,1,1,0,10,s,n,370,2600,0
Porto Alegre,87,2,1,0,4,s,s,450,2200,75
São Paulo,1000,4,5,7,5,s,n,8362,6800,4170
São Paulo,146,3,2,2,14,s,s,1400,3500,600
Belo Horizonte,95,2,1,1,4,n,s,330,2000,94
São Paulo,33,1,1,0,15,n,n,550,4000,0
Rio de Janeiro,180,3,4,2,7,s,s,1210,15000,369
São Paulo,35,1,1,0,9,s,s,450,1300,40
Porto Alegre,61,2,1,0,1,s,n,470,1200,22
Belo Horizonte,100,2,1,0,-,s,n,0,777,25
Rio de Janeiro,65,2,2,0,1,s,n,250,3600,103
São Paulo,70,2,1,1,7,s,s,2065,3300,211
São Paulo,30,1,1,1,9,n,n,0,3000,0
São Paulo,70,2,1,1,1,s,n,580,1400,52
São Paulo,73,3,2,2,4,s,n,650,2500,236
São Paulo,190,3,3,4,-,s,s,1,4500,0
São Paulo,220,4,3,4,11,s,s,1800,3000,1000
São Paulo,40,1,1,1,-,n,n,0,972,0
São Paulo,200,3,2,4,-,s,n,0,8500,407
São Paulo,98,4,4,2,23,s,n,930,2485,0
São Paulo,180,3,3,4,27,s,n,1800,6500,859
Porto Alegre,87,2,1,0,2,s,n,300,1300,64
Porto Alegre,99,3,3,1,2,n,n,600,2500,167
São Paulo,200,3,3,4,-,s,n,0,7000,425
Porto Alegre,90,2,2,0,3,s,n,320,1125,34
São Paulo,70,2,2,1,1,n,n,280,1000,138
Belo Horizonte,70,3,2,1,2,s,n,230,1300,59
São Paulo,200,4,5,3,2,s,n,2600,4500,834
São Paulo,108,3,2,1,14,s,n,1714,5000,127
São Paulo,300,3,3,3,-,s,n,1,3400,417
Campinas,53,1,1,1,8,s,s,1350,3110,85
São Paulo,215,3,4,2,9,n,n,1800,7000,450
São Paulo,180,3,2,1,11,s,s,2900,4500,500
Campinas,68,2,1,0,4,n,n,498,930,48
São Paulo,53,2,1,1,7,n,n,600,1200,60
São Paulo,350,4,3,2,-,s,n,0,13500,1006
Belo Horizonte,163,4,4,0,14,s,n,1005,7500,22
São Paulo,375,4,5,5,1,s,n,4793,15000,2805
São Paulo,117,3,4,2,10,s,n,1350,6100,490
São Paulo,94,3,2,2,1,s,n,1337,3570,140
Rio de Janeiro,120,3,2,1,3,s,n,1700,7500,334
São Paulo,35,1,1,1,17,s,s,1280,4000,200
São Paulo,240,3,5,4,-,s,n,0,7500,459
São Paulo,150,3,3,2,7,s,n,1300,3400,200
São Paulo,170,4,2,2,-,s,n,0,2900,50
Rio de Janeiro,40,2,1,0,7,s,n,335,920,55
São Paulo,230,3,3,3,7,s,n,2500,3916,586
São Paulo,200,3,2,2,-,s,n,0,2900,791
Rio de Janeiro,67,2,1,1,2,s,n,1217,2200,130
Belo Horizonte,38,1,1,0,2,n,n,0,1300,0
São Paulo,47,2,1,1,1,s,n,350,1000,0
Porto Alegre,450,5,3,6,-,s,n,0,4760,94
Rio de Janeiro,25,1,1,0,1,s,n,50,700,0
São Paulo,260,4,3,4,1,s,s,2780,4000,1200
São Paulo,145,3,3,1,1,s,n,1225,5800,375
São Paulo,45,1,1,1,13,s,n,606,2500,15
Rio de Janeiro,70,2,2,0,2,s,n,950,2140,125
Rio de Janeiro,57,2,1,0,1,s,n,100,1530,0
Porto Alegre,100,2,1,1,3,s,s,490,3400,172
São Paulo,60,2,2,2,-,s,n,165,1950,67
São Paulo,48,2,1,1,1,s,n,480,1710,0
São Paulo,42,1,1,1,9,s,s,565,3800,24
Belo Horizonte,268,4,4,3,3,s,n,700,2700,250
São Paulo,74,2,2,2,17,s,n,1000,5000,120
Rio de Janeiro,80,2,2,1,8,s,n,760,2500,300
São Paulo,180,3,4,3,3,s,n,1600,3500,65
Campinas,143,3,2,3,-,s,n,0,1700,70
Belo Horizonte,160,4,3,2,5,s,n,763,2300,230
Belo Horizonte,70,2,1,1,3,n,n,344,1100,107
São Paulo,140,3,3,2,3,s,n,2350,4905,59
São Paulo,400,4,3,2,-,s,n,0,8000,1417
São Paulo,96,3,3,2,8,s,n,866,1710,90
São Paulo,220,5,5,4,22,s,n,1900,8880,875
São Paulo,68,2,2,1,7,s,n,750,1880,189
Belo Horizonte,50,2,1,1,3,s,n,230,1100,28
São Paulo,109,3,2,2,20,s,s,1200,4500,417
Belo Horizonte,68,3,2,1,2,s,n,150,900,76
São Paulo,125,3,2,1,9,s,n,1000,4655,200
Rio de Janeiro,25,1,1,0,1,s,n,400,2006,67
São Paulo,150,3,4,3,-,s,s,0,4600,500
Porto Alegre,336,2,2,2,2,s,s,4106,5556,591
São Paulo,60,2,2,1,4,s,s,600,4500,50
São Paulo,190,4,3,2,1,s,n,2700,7700,1305
Belo Horizonte,200,3,6,4,9,s,n,1867,4000,731
São Paulo,50,1,1,0,-,s,n,0,700,45
São Paulo,110,2,1,1,-,s,n,0,1500,163
São Paulo,213,4,4,3,17,s,n,2600,6500,1157
São Paulo,350,3,4,6,-,s,n,0,3850,834
Belo Horizonte,420,6,4,0,5,s,n,927,3500,405
Campinas,66,2,2,1,2,n,s,536,2270,76
Campinas,120,3,3,3,8,n,n,700,2700,167
Rio de Janeiro,35,1,1,0,1,s,s,0,1850,74
São Paulo,290,5,3,3,6,s,n,3800,4100,1435
São Paulo,50,1,1,0,-,s,n,0,1600,0
São Paulo,75,3,1,1,1,n,n,475,1800,0
Rio de Janeiro,45,1,1,1,1,s,s,1437,3000,382
Campinas,190,4,4,2,14,s,n,900,3200,192
São Paulo,330,3,5,5,8,s,s,3300,7500,1400
Porto Alegre,70,2,2,1,2,s,n,500,2720,75
Porto Alegre,55,2,1,1,-,s,s,0,1300,34
Rio de Janeiro,18,1,1,0,14,n,n,521,1040,95
São Paulo,32,1,1,1,14,n,s,2000,1700,125
Rio de Janeiro,35,1,1,0,3,s,s,450,1600,0
Belo Horizonte,44,1,1,1,11,s,n,520,3500,225
São Paulo,95,3,3,2,16,n,s,900,3150,121
São Paulo,100,3,1,4,-,s,n,0,2500,226
São Paulo,40,1,1,1,10,s,n,700,2600,25
São Paulo,100,3,1,0,1,s,n,0,2200,139
Rio de Janeiro,29,1,1,0,2,s,n,484,1500,26
Campinas,350,4,5,4,-,s,n,680,8000,417
Porto Alegre,54,1,1,1,4,n,n,250,1250,11
Belo Horizonte,360,4,3,3,-,s,n,0,3300,171
Belo Horizonte,150,3,3,2,-,n,n,0,3400,265
Belo Horizonte,60,2,1,1,1,s,s,200,1040,0
São Paulo,52,2,1,1,2,s,n,789,3350,0
Porto Alegre,179,3,2,2,-,s,s,0,3700,67
Porto Alegre,240,4,4,2,-,s,n,0,5000,630
Belo Horizonte,100,3,2,2,3,n,n,400,2300,165
São Paulo,270,4,6,3,-,s,n,0,5000,669
São Paulo,336,4,6,5,5,s,n,4950,7500,0
Rio de Janeiro,60,1,1,0,5,s,n,650,2210,84
São Paulo,140,3,2,1,13,s,n,1141,2900,148
São Paulo,148,3,3,3,13,n,s,2064,4348,542
Porto Alegre,100,3,1,0,3,s,s,250,1870,59
Campinas,47,1,1,0,10,n,s,580,750,0
São Paulo,20,1,1,0,-,s,s,602,1800,130
São Paulo,48,1,1,1,-,s,n,0,2000,0
Belo Horizonte,85,2,1,1,3,s,n,250,1250,88
Rio de Janeiro,19,1,1,0,3,s,n,310,500,45
Belo Horizonte,300,5,3,3,-,s,n,0,8500,234
Rio de Janeiro,71,2,1,1,2,s,n,950,3140,190
Porto Alegre,80,3,2,2,2,s,n,650,2350,100
São Paulo,72,2,2,1,7,s,n,864,2500,234
São Paulo,50,1,1,1,10,n,s,1300,8800,250
São Paulo,50,1,1,0,-,s,n,0,800,18
Porto Alegre,100,4,2,1,2,s,n,750,1820,167
São Paulo,140,3,3,5,8,n,s,2000,8000,710
São Paulo,20,1,1,0,6,s,s,602,1800,130
São Paulo,60,2,2,2,15,s,n,692,1900,90
Campinas,223,3,5,2,2,s,n,1400,3300,290
Rio de Janeiro,66,2,1,1,3,s,n,477,1100,44
São Paulo,35,1,1,1,12,n,s,1170,2200,242
Campinas,45,1,1,0,1,s,n,0,770,34
Rio de Janeiro,144,4,2,2,4,s,n,2000,3590,378
São Paulo,315,4,4,2,14,s,n,3500,7450,0
São Paulo,387,4,6,6,4,s,n,4246,6647,2235
São Paulo,270,4,4,4,4,s,n,3900,2900,0
Belo Horizonte,70,2,1,2,4,s,n,290,780,0
Porto Alegre,83,2,1,0,3,s,n,230,1300,31
São Paulo,55,2,1,0,-,s,n,0,2000,75
São Paulo,218,4,4,4,3,n,n,2488,4930,1454
São Paulo,170,3,3,2,-,s,n,0,5000,242
São Paulo,25,1,1,0,1,n,n,0,1200,35
Campinas,100,3,2,0,2,n,n,815,808,81
São Paulo,800,4,2,6,-,s,s,0,15000,1667
Belo Horizonte,120,4,3,2,3,s,n,0,3250,0
Rio de Janeiro,102,3,2,0,12,n,n,900,3100,380
São Paulo,320,3,3,4,-,s,n,0,8000,1167
São Paulo,104,3,2,2,1,n,n,1040,3800,0
São Paulo,80,2,1,1,5,n,n,660,2900,0
Porto Alegre,270,4,4,2,-,s,n,0,7000,200
São Paulo,420,3,5,5,-,s,n,0,8200,1084
Campinas,200,3,2,3,-,s,n,300,2500,600
São Paulo,120,3,1,4,-,s,n,0,3500,260
São Paulo,23,1,1,1,26,s,n,472,2300,59
Porto Alegre,326,4,7,4,-,s,n,0,4200,184
São Paulo,154,4,3,3,4,s,n,1630,4350,742
Campinas,47,1,1,1,8,s,n,560,1100,46
Rio de Janeiro,170,4,2,2,6,s,n,2420,9000,834
São Paulo,180,3,2,2,3,s,n,2200,2500,542
Campinas,52,1,1,1,8,n,s,1000,2300,50
São Paulo,320,3,5,0,10,n,n,4778,6000,2417
São Paulo,71,2,3,2,13,n,n,500,3700,50
São Paulo,126,2,2,1,8,n,n,889,3120,204
São Paulo,60,2,2,2,7,s,n,894,1100,210
Rio de Janeiro,80,3,1,1,8,s,n,880,3000,213
São Paulo,240,3,2,1,-,s,n,0,15000,667
São Paulo,480,4,3,3,-,s,n,0,13500,834
Campinas,50,2,1,1,1,s,n,0,800,200
São Paulo,67,2,2,2,12,s,s,620,5000,224
São Paulo,72,3,1,1,2,s,n,461,1600,0
Belo Horizonte,44,2,1,0,4,n,n,145,895,0
Belo Horizonte,70,2,1,1,3,s,n,390,1100,74
São Paulo,295,4,4,4,21,s,n,3700,9500,1417
São Paulo,51,1,1,1,25,s,s,714,4650,190
Rio de Janeiro,500,2,5,5,-,n,n,0,1810,54
Rio de Janeiro,120,2,2,0,1,s,s,1200,4750,389
Porto Alegre,43,1,1,1,12,n,s,350,2200,42
São Paulo,72,2,2,2,7,s,n,150,3700,184
São Paulo,380,3,3,5,-,s,n,0,10900,1713
São Paulo,250,3,2,8,-,s,n,0,10000,0
Porto Alegre,76,2,2,2,3,s,n,600,1700,34
Porto Alegre,50,1,1,0,2,s,s,300,1600,42
Rio de Janeiro,650,5,7,4,-,s,s,4100,15000,4241
